area,bedrooms,garage,address,district,type,total
30,1,1,Rua das Flechas,Vila Santa Catarina,Apartamento,3965
61,2,1,Rua Landizal,São João Climaco,Apartamento,2316
62,3,2,R. Carneiro da Cunha,Vila da Saúde,Apartamento,4564
80,2,1,Alameda dos Nhambiquaras,Indianópolis,Casa,4372
98,2,2,Rua Fernando de Albuquerque,Consolação,Apartamento,5763
30,1,0,Rua Jupará,Cidade Antônio Estevão de Carvalho,Apartamento,1302
75,1,0,Avenida Ipiranga,Centro Histórico de São Paulo,Apartamento,4512
57,1,1,Rua Pamplona,Jardim Paulista,Apartamento,3672
68,1,0,Rua Solidônio Leite,Vila Ivone,Casa,990
60,2,2,Rua Guaravera,Vila Domitila,Casa,2085
45,1,0,Rua Celso Vieira,Vila Pereira Barreto,Casa,1011
58,3,1,Rua Zacarias Alves de Melo,Jardim Ibitirama,Apartamento,3085
70,2,1,Avenida Lemos Monteiro,Olímpico,Apartamento,3742
58,2,1,Rua Luís Correia de Melo,Vila Cruzeiro,Apartamento,4479
80,2,0,Rua Inglaterra,Taboão,Casa,1311
16,1,0,Avenida Ricardo Medina Filho,Vila Ipojuca,Apartamento,1388
38,2,0,R Kenkiti Shimomoto,City Bussocaba,Casa,1572
44,1,0,Rua Alegre,Santa Paula,Studio e kitnet,2125
102,3,0,Alameda Ministro Rocha Azevedo,Jardim Paulista,Apartamento,13690
350,4,2,Rua Joaquim Galvão,Vila Sônia,Casa,5284
130,3,3,Rua Doutor José Áureo Bustamante,Santo Amaro,Apartamento,7158
250,5,2,Rua Romualdo Gouveia de Castro,Cipava,Casa,2752
150,4,4,Rua David Ben Gurion,Jardim Monte Kemel,Apartamento,6070
31,1,0,Rua Arapaçu,Vila Formosa,Apartamento,1747
63,2,1,Rua Camarajé,Jardim Paraíso,Apartamento,3314
80,2,2,Rua Luís Correia de Melo,Vila Cruzeiro,Apartamento,6668
50,1,1,Rua Carbonífera,Vila União (zona Leste),Casa,1460
62,2,1,Rua Onofre Silveira,Vila Fachini,Apartamento,1925
161,2,1,Rua Tabatinguera,Sé,Apartamento,7412
216,3,2,Avenida Monte Celeste,Vila Santa Maria,Casa,3732
54,2,1,Rua Antônio Aggio,Jardim Ampliacao,Apartamento,2515
29,1,0,Rua Paulo Martinez,Jardim Seckler,Apartamento,1003
40,1,1,Rua Coriolano Durand,Vila Santa Catarina,Apartamento,1884
55,1,0,Rua Nancy Silva Cabral,Parque Continental Ii,Apartamento,1287
49,1,1,Alameda Amazonas,Alphaville Industrial,Apartamento,4769
69,1,1,Rua Doutor Jesuíno Maciel,Campo Belo,Apartamento,7261
50,2,1,Rua José de Melo,Vila Dora,Apartamento,2862
73,3,1,Rua Paulo Andrighetti,Jardim Brasília (zona Norte),Apartamento,3649
34,2,1,Avenida Túlio Teodoro de Campos,Vila Paulista,Apartamento,3103
50,2,1,Rua Bactória,Jardim Vila Formosa,Apartamento,1903
75,2,2,Rua Lefosse,Vila Invernada,Apartamento,3625
125,3,2,Avenida Professor Gióia Martins,Jardim Monte Kemel,Casa,4375
50,1,0,Rua Dona Adma Jafet,Bela Vista,Apartamento,2225
60,1,0,Alameda Eduardo Prado,Campos Elíseos,Apartamento,3775
87,2,2,Avenida Damasceno Vieira,Vila Mascote,Apartamento,7841
44,1,1,Rua José Augusto Penteado,Sumaré,Apartamento,4954
44,2,0,Rua Charles Lampe,Jardim Maria Estela,Apartamento,1596
23,1,0,Rua Doutor Penaforte Mendes,Bela Vista,Studio e kitnet,3298
24,1,0,Rua Ministro Godói,Perdizes,Studio e kitnet,3589
66,2,0,Rua Guaianases,Campos Elíseos,Apartamento,2077
90,3,1,Rua Bartira,Perdizes,Apartamento,4871
80,2,0,Rua Cachoeira do Arari,Vila Guilherme,Apartamento,1492
40,1,0,Rua Mungubeira,Jardim Norma,Casa,1251
40,1,0,Rua Jupiá,Santa Teresinha,Apartamento,1966
55,2,1,Avenida Olavo Bilac,Km 18,Apartamento,3400
178,2,2,Rua Pinheirinho,Jabaquara,Apartamento,5506
200,3,3,Rua Nunes Garcia,Santana,Apartamento,7064
30,1,0,Avenida Paulista,Bela Vista,Studio e kitnet,3194
130,2,1,Rua Doutor Gabriel Piza,Santana,Casa,2690
37,1,0,Rua Sapetuba,Butantã,Studio e kitnet,3310
50,1,1,Rua Padre Leonel Franca,Vila Libanesa,Casa em condomínio,1351
85,2,0,Rua Elias Acras,Jardim Celeste,Apartamento,1238
28,1,0,Rua Doutor Clemente Jobim,Jardim da Gloria,Apartamento,1990
200,3,4,Rua Morais Navarro,Vila Sao Vicente,Casa,4270
68,2,1,Alameda Grajaú,Alphaville,Apartamento,4227
67,2,0,Avenida João Dias,Santo Amaro,Apartamento,2898
127,3,2,Rua Princesa Isabel,Brooklin Paulista,Apartamento,11710
30,1,0,Rua Abaitara,Vila Mesquita,Casa,1167
65,1,2,Rua Henri Dunant,Chácara Santo Antônio (zona Sul),Apartamento,8294
84,3,2,Rua Capitão Fidélis,Santo Amaro,Apartamento,4452
120,2,2,Rua Santos,Taboão,Casa em condomínio,4325
60,2,0,Rua José de Almeida,Vila Medeiros,Casa,1461
74,3,2,Rua Ibitirama,Vila Prudente,Apartamento,4336
45,1,1,Rua São José,Santo Amaro,Apartamento,2462
30,1,1,Avenida Rio Branco,Campos Elíseos,Studio e kitnet,2321
65,1,0,Rua Benjamin Carr,Parque dos Bancários,Casa,1160
83,1,0,Praça Quatorze Bis,Bela Vista,Apartamento,2717
80,2,2,Rua Padre Lebret,Jardim Leonor,Apartamento,5271
28,1,0,Rua Valson Lopes,Vila Butantã,Studio e kitnet,2603
42,1,1,Rua Alegre,Santa Paula,Apartamento,3937
45,2,0,Rua Jordânia,Vila Guilhermina,Apartamento,1684
73,3,1,Rua Poconé,Vila Floresta,Apartamento,2764
100,3,1,Rua Matias Aires,Consolação,Apartamento,4626
115,3,2,Rua do Acre,Vila Bertioga,Apartamento,4479
42,1,1,Rua Afonso Braz,Vila Nova Conceição,Apartamento,5385
140,4,2,Rua Gabriel de Lara,Brooklin,Casa,6869
24,1,0,Avenida Alcântara Machado,Brás,Studio e kitnet,1388
29,1,1,Avenida Rouxinol,Indianópolis,Studio e kitnet,5173
50,1,1,Rua Vapabussu,Jardim Aeroporto,Apartamento,4401
93,2,2,Avenida Nossa Senhora de Fátima,Vila Fátima,Casa,2665
254,4,4,Rua Voluntários da Pátria,Santana,Apartamento,15490
70,3,1,Caraíbas,Perdizes,Apartamento,6084
58,3,1,Rua Domingos José Sapienza,Vila Amalia (zona Norte),Apartamento,2406
64,2,1,Rua Antônio Abude,Jardim Barbosa,Apartamento,1906
48,2,1,"Rua Antônio Gil - Cidade Ademar, São Paulo - Sp, Brasil",Jardim Marajoara ,Apartamento,2200
68,1,0,Rua Piraumbu,Jardim Sao Gabriel,Casa,1251
130,5,2,Rua Elisa Silveira,Vila Santo Estefano,Casa,8699
90,3,2,Rua Dankmar Adler,Vila Suzana,Apartamento,4519
42,1,1,Rua Carlos Sampaio,Bela Vista,Apartamento,3988
26,1,0,Avenida Corifeu de Azevedo Marques,Butantã,Studio e kitnet,1164
36,1,1,Rua Timbiras,Santa Efigênia,Apartamento,1861
39,1,0,Rua Frei Gaspar,Mooca,Apartamento,2557
240,3,4,Rua Sampaio Viana,Paraíso,Apartamento,23080
370,3,3,Rua Santo Adriano,Jardim Peri,Casa,4858
160,4,1,"Vila da Saúde, São Paulo - Sp, 04055-040, Brasil",Vila da Saúde,Casa,5033
43,1,0,Rua Conselheiro Nébias,Campos Elíseos,Apartamento,2181
71,3,1,Rua Trajano Reis,Jardim das Vertentes,Apartamento,3289
146,4,3,Rua Fernandes Moreira,Chácara Santo Antônio (zona Sul),Apartamento,8113
190,3,3,Avenida Conselheiro Rodrigues Alves,Vila Mariana,Casa,8036
70,2,2,Rua Tito,Centro,Apartamento,3009
18,1,0,Rua Luís da Guerra,Sapopemba,Studio e kitnet,1306
65,3,1,Rua Cásper Líbero,Paulicéia,Apartamento,2361
22,1,0,Rua das Sempre-vivas,Jardim das Acacias,Studio e kitnet,2898
28,0,0,Rua Riskallah Jorge,Centro Histórico de São Paulo,Studio e kitnet,1647
42,2,1,Rua José Galvez,Conjunto City Jaragua,Apartamento,1115
128,3,2,Rua Cristiano Viana,Cerqueira César,Apartamento,8947
173,4,2,Rua Eça de Queiroz,Vila Mariana,Apartamento,8535
83,3,2,Avenida Professor Francisco Morato,Vila Sônia,Apartamento,3886
70,2,1,Rua Rússia,Taboão,Apartamento,1607
120,3,2,Avenida Ceci,Planalto Paulista,Casa,4730
70,2,1,Rua Olga Marinovic Doro,Vila Talarico,Casa,1546
38,2,1,Avenida Cipriano Rodrigues,Vila Formosa,Apartamento,2377
127,2,1,Rua Tucuna,Pompeia,Apartamento,4672
60,2,2,Rua Padre Chico,Perdizes,Apartamento,5139
80,2,2,Rua Engenheiro Jorge Oliva,Vila Mascote,Apartamento,5463
33,1,1,Rua Doutor Gabriel dos Santos,Santa Cecilia,Apartamento,2536
69,2,1,Avenida Rouxinol,Indianópolis,Apartamento,5622
100,2,1,Alameda Sarutaiá,Jardim Paulista,Apartamento,6602
58,2,2,Rua Padre Leão Peruche,Vila Mazzei,Apartamento,2801
43,1,0,Praça Conceição do Herval,Chácara Santo Antônio (zona Leste),Apartamento,1377
59,3,1,Rua Itamonte,Vila Medeiros,Apartamento,3019
44,1,0,Rua Jurubim,Vila Boacava,Casa,1147
55,2,1,Rua Bento Vieira,Ipiranga,Apartamento,3310
38,1,0,Rua Pascal,Campo Belo,Studio e kitnet,3882
47,2,1,Avenida da Paz,Jardim Sao Judas Tadeu,Apartamento,2113
48,1,1,Rua Diogo Jácome,Vila Nova Conceição,Apartamento,7318
51,2,1,Rua Francisco José da Silva,Vila Andrade,Apartamento,4325
69,2,1,Rua Isabel de Castela,Vila Madalena,Apartamento,5483
64,2,0,Rua Doutor Tomaz de Lima,Liberdade,Apartamento,2049
77,3,1,Avenida Damasceno Vieira,Vila Paulista,Apartamento,3875
97,3,1,Avenida Paula Ferreira,Freguesia do Ó,Apartamento,3593
40,1,0,Rua Joana Pereira Dias,Padroeira,Casa,777
50,2,1,Rua São Bernardo,Cidade Mãe do Céu,Apartamento,2633
150,3,2,Rua Simões Pinto,Parque Jabaquara,Casa,3268
411,4,2,Rua Doutor Manuel Carlos de Figueiredo Ferraz,Jardim Morumbi,Casa,9272
56,1,0,Rua Helvétia,Campos Elíseos,Apartamento,2289
400,4,4,Rua Ermelinda Meletti Teldeschi,Jardim Guarapiranga,Casa,6564
43,2,1,"Vila Rio de Janeiro, Guarulhos - Sp, 07082-610, Brasil",Vila Rio de Janeiro,Apartamento,1804
90,3,2,Rua Voluntários da Pátria,Santana,Apartamento,4421
35,1,1,Rua Capote Valente,Pinheiros,Studio e kitnet,3604
64,2,1,Rua Engenheiro Pedro Garcin,Vila Antônio,Apartamento,2724
119,2,2,Rua João de Laet,Vila Aurora (zona Norte),Apartamento,3417
42,1,0,Avenida Duque de Caxias,Campos Elíseos,Apartamento,1926
52,2,1,Avenida Barro Branco,Vila do Encontro,Apartamento,2673
30,1,0,Rua 17 de Janeiro,Panamby,Apartamento,2025
44,1,1,Rua Barão Jaceguai,Campo Belo,Studio e kitnet,2284
33,1,1,Rua Marquês de Itu,Vila Buarque,Apartamento,2184
49,3,0,Rua Morubixaba,Cidade Líder,Apartamento,1527
70,2,0,Rua Mourato Coelho,Pinheiros,Apartamento,3023
185,3,2,Rua Agostinho Gualda Martin,Jardim Jua,Casa,5421
60,2,1,Rua Américo Brasiliense,Chácara Santo Antônio (zona Sul),Casa,2000
38,1,0,Rua Rodrigues Barbosa,Vila Regente Feijó,Studio e kitnet,2433
96,1,0,Rua Francisco Retti,Vila Oratorio,Casa,1873
42,1,1,Praça Júlio Mesquita,Santa Efigênia,Apartamento,4339
32,2,0,Avenida Pedroso da Silveira,Pari,Apartamento,1340
40,1,0,Rua Arcelino Aguiar,Vila Santo Estéfano,Casa,1042
40,0,0,Rua Natividade Saldanha,São Lucas,Apartamento,1706
39,1,0,Avenida Paulista,Bela Vista,Apartamento,4119
196,2,1,Rua Antônio Peres Paniágua,São Pedro,Casa,2773
29,1,0,Rua Doutor Clemente Jobim,Jardim da Glória,Apartamento,2986
61,2,1,Rua Doutor Augusto de Miranda,Vila Pompéia,Apartamento,5104
78,3,2,Rua Serra de Botucatu,Vila Gomes Cardim,Apartamento,3294
39,1,1,Rua Doutor Mario Vicente,Vila Dom Pedro I,Casa em condomínio,1576
300,3,3,Alameda Jaú,Jardim Paulista,Apartamento,13410
31,1,1,Rua Coronel Jordão,Vila Paiva,Apartamento,2586
49,2,0,Avenida Pedro Bueno,Parque Jabaquara,Apartamento,1750
40,1,0,Rua Antônio Tavares Velho,Jardim Raposo Tavares,Studio e kitnet,935
185,4,3,Rua São Benedito,Santo Amaro,Apartamento,13270
70,2,1,Rua Tijucas do Sul,Jardim Cocaia,Casa,2640
57,2,1,Praça Conde Pedro Leonelli,Vila Rosália,Apartamento,2298
185,2,3,Rua João Moura,Pinheiros,Apartamento,13160
42,1,0,Rua Luís do Paço,Tatuapé,Studio e kitnet,1578
109,3,2,Rua Ipiranga,Jardim Aeroporto,Apartamento,7163
48,1,1,Rua Martim Francisco,Vila Buarque,Apartamento,2658
52,1,1,Rua Roberto Eduardo,Vila Ema,Casa,1397
34,1,1,Rua Casa do Ator,Vila Olímpia,Studio e kitnet,4891
68,3,1,Rua Santa Izabel,Vila Augusta,Apartamento,3289
220,3,2,Rua Albina Barbosa,Aclimação,Casa,6407
92,3,1,Rua Voltolino,Água Rasa,Apartamento,3525
78,3,1,Rua Guian,Vila Campestre,Apartamento,3382
60,2,1,Rua Heitor Peixoto,Cambuci,Apartamento,3102
44,2,0,Rua Joana Pereira Dias,Padroeira,Apartamento,1381
33,1,1,Rua Paim,Bela Vista,Studio e kitnet,1604
75,3,1,Rua Nicolau Pereira Lima,Conjunto Residencial Butantã,Apartamento,3305
70,3,1,Avenida Mazzei,Vila Mazzei,Apartamento,2410
58,2,0,Rua Luís Góis,Mirandópolis,Apartamento,3193
83,3,2,Avenida Delmar,Alphaville Empresarial,Apartamento,5640
40,1,0,Rua dos Marapés,Vila Campestre,Casa,761
95,2,0,Rua Senador Feijó,Sé,Apartamento,2939
35,1,0,Avenida Secundino Domingues,Jardim Independência,Apartamento,1103
90,2,1,Rua Próspero Cesarino Paoliello,Conjunto Residencial Butantã,Casa,2474
30,1,0,Avenida Vereador Abel Ferreira,Chácara Belenzinho,Studio e kitnet,1121
295,4,3,Rua Joaquim José Esteves,Santo Amaro,Apartamento,17640
70,2,1,Rua Coriolano,Vila Romana,Apartamento,9028
77,3,2,Avenida José Antônio Cabral,Jardim Rosa de Franca,Apartamento,2925
90,3,1,Rua Doutor Vicente Giacaglini,Vila Bela,Apartamento,3180
76,3,1,Avenida Engenheiro Thomaz Magalhães,Sítio da Figueira,Apartamento,2543
60,2,0,Avenida São Miguel,Vila Marieta,Casa,1993
25,1,0,Rua Tomaz Paulino de Almeida,Vila Hebe,Studio e kitnet,810
100,3,1,Rua Casa do Ator,Vila Olímpia,Apartamento,5671
155,3,3,Rua Osiris Magalhães de Almeida,Jardim Monte Kemel,Casa em condomínio,4960
18,1,0,Rua Francisca Miquelina,Bela Vista,Studio e kitnet,3569
110,3,2,Alameda Itu,Cerqueira César,Apartamento,7920
59,3,1,Rua Bonifácio Veronese,Jardim Jaqueline,Apartamento,4452
300,4,4,Rua dos Guaxins,Planalto Paulista,Casa,8840
26,1,0,Rua Professor Doutor José Marques da Cruz,Jardim das Acácias,Studio e kitnet,3889
70,2,1,Avenida Trindade,Bethaville I,Apartamento,3804
37,2,0,Rua Virgínia,Vila Carrao,Apartamento,1808
90,2,1,Rua Londres,Vila Londrina,Casa,2175
90,2,1,Rua Cônego Sangirardi,Vila Siqueira (zona Norte),Casa,1843
70,2,2,Rua Doutor Laerte Setúbal,Vila Suzana,Apartamento,3810
42,2,0,Avenida dos Ourives,Jardim São Savério,Apartamento,1680
140,4,2,Avenida Interlagos,Jardim Umuarama,Casa em condomínio,6039
48,1,0,Rua Tabantinguera,Sé,Apartamento,1646
110,2,2,Rua Tebas,Jardim Brasil (zona Sul),Apartamento,8878
40,1,1,Alameda Mamoré,Alphaville Industrial,Apartamento,5056
38,1,0,Rua dos Carmelitas,Sé,Studio e kitnet,1377
166,2,1,Rua Açatunga,Vila Congonhas,Casa,4575
69,2,1,Avenida Doutora Ruth Cardoso,Pinheiros,Apartamento,5202
130,3,1,Rua José Maria Ressuto,Imirim,Casa,2606
30,1,0,Rua Sapucaia,Alto da Mooca,Apartamento,1680
68,2,0,Rua Doutor César,Santana,Apartamento,2909
160,3,1,Rua Padre João Manuel,Cerqueira César,Apartamento,13590
28,1,0,Rua da Consolação,Consolação,Studio e kitnet,1914
69,2,0,Rua Ofélia,Pinheiros,Apartamento,4360
87,2,0,Rua Antônio Lôbo,Penha de França,Apartamento,2583
180,1,0,Estrada do Sabão,Jardim Maristela,Casa,814
50,2,1,Rua Alvorada,Vila Olímpia,Apartamento,7067
51,2,1,Rua Torquato Neto,Brás,Apartamento,2898
42,1,1,Rua Francisco Rossano,Sítio da Figueira,Apartamento,2524
43,2,0,Rua Intendência,Brás,Apartamento,1962
47,1,0,Rua Conde Sarzedas,Sé,Apartamento,1758
58,2,1,Rua Barros Sobrinho,Vila Ema,Apartamento,2545
35,1,0,Rua Sebastião de Mello Dias,Jaguaribe,Apartamento,1132
190,4,3,Rua Tacomaré,Parque da Mooca,Apartamento,13520
30,1,1,Rua Séttimo Giannini,Jardim Lallo,Studio e kitnet,1142
230,3,3,Avenida Doutor Altino Arantes,Vila Clementino,Apartamento,15500
51,1,2,Rua Hanna Abduch,Vila Palmeiras,Casa,1612
69,1,1,Rua Galeno de Almeida,Pinheiros,Apartamento,8202
160,4,3,Rua Antônio Júlio dos Santos,Fazenda Morumbi,Apartamento,5454
55,2,1,Rua Paracatu,Parque Imperial,Apartamento,2603
152,3,1,Alameda dos Arapanés,Moema,Apartamento,6632
35,2,0,Rua Engenheiro André Paulo,Vila Matilde,Apartamento,1407
29,1,0,Rua Glória do Goitá 335 Apt 112,Jardim Independência,Studio e kitnet,1411
39,1,0,Rua Brigadeiro Tobias,Centro Histórico de São Paulo,Apartamento,1749
37,1,0,Parque Dom Pedro I,Vila Invernada,Apartamento,1632
64,1,0,Avenida Nove de Julho,Bela Vista,Apartamento,3057
40,1,1,Rua Jatobás,Vila Parque Jabaquara,Apartamento,2701
43,1,1,Rua Augusto dos Anjos,Melville Empresarial Ii,Apartamento,3227
52,2,0,Avenida Duque de Caxias,Campos Elíseos,Apartamento,1858
35,0,0,Avenida São João,Santa Cecilia,Studio e kitnet,1348
27,1,1,Rua Doutor Melo Alves,Cerqueira César,Studio e kitnet,5452
48,1,0,Rua Major Quedinho,Centro,Apartamento,5019
22,1,0,Rua Coronel Lisboa,Vila Mariana,Apartamento,3853
61,3,1,Avenida Guilherme,Vila Guilherme,Apartamento,4417
49,2,1,Rua Tabatinguera,Sé,Apartamento,2156
50,1,1,Avenida Novo Osasco,Bussocaba,Casa,1040
28,1,0,Rua Francisco Diogo,Parque Peruche,Apartamento,1350
81,2,1,Avenida Nova Cantareira,Tucuruvi,Apartamento,2089
41,1,1,Rua Martins Fontes,Centro,Apartamento,3638
84,2,1,Rua dos Pinheiros,Pinheiros,Apartamento,7081
52,2,1,Rua Sagrado Coração de Jesus,Jardim Iracema,Apartamento,1412
41,2,1,Avenida dos Ourives,Jardim São Savério,Apartamento,1857
80,1,2,Rua Augusto José Pereira,Jardim Maristela,Casa,1194
29,1,0,Rua Santo Antônio,Bela Vista,Apartamento,2199
200,3,2,Rua Nicolau Zarvos,Parque Jabaquara,Casa,4562
78,2,1,Avenida Tiradentes,Jardim Gumercindo,Apartamento,1865
34,2,1,Avenida Mário Lopes Leão,Santo Amaro,Apartamento,3697
36,2,0,Rua Antônio de Godói,Centro,Apartamento,6384
31,1,0,Rua Alves Guimarães,Pinheiros,Studio e kitnet,3917
46,2,1,Rua Condeúba,Vila Carrão,Apartamento,1956
228,3,4,Rua Doutor Oscar Monteiro de Barros,Vila Suzana,Apartamento,12310
138,2,1,Rua Guatapara,Vila Guarani (z Sul),Apartamento,5672
50,1,0,Rua Francisco Rodrigues Alves,Vila Iório,Casa,1016
36,2,0,Rua Professor Vasconcelos Sarmento,Vila Ré,Apartamento,1666
40,1,0,Avenida Tietê,Nova Gerty,Studio e kitnet,1659
30,1,0,Rua Doutor Clemente Jobim,Jardim da Glória,Apartamento,3600
95,3,1,Rua Bartolomeu Feio,Vila Cordeiro,Apartamento,4835
84,2,1,Rua Herculano de Freitas,Bela Vista,Apartamento,6554
68,2,1,Rua Doutor Samuel Porto,Saúde,Apartamento,3632
49,1,1,Rua Maestro Cardim,Liberdade,Apartamento,3225
32,1,0,Rua Tabatinguera,Sé,Apartamento,1281
42,2,0,Rua Josef Kryss,Parque Industrial Tomas Edson,Apartamento,3310
48,1,1,Rua Estado de Israel,Vila Clementino,Apartamento,3289
19,1,0,Rua Coronel Mursa,Brás,Studio e kitnet,2016
40,2,0,Rua Professor Raul Pederneiras,Vila Marte,Apartamento,1556
140,4,2,Avenida Onze de Junho,Vila Clementino,Apartamento,15700
101,2,2,Rua Alcântara Machado,Jardim Utinga,Apartamento,2666
78,2,1,Avenida Portugal,Brooklin Paulista,Apartamento,7953
48,1,0,Rua Armando Bonilha,Vila Bonilha Nova,Casa,1154
60,1,0,Viela Altair,Jardim Palmira,Casa,879
21,1,0,Rua Sarandira,Jaguaré,Casa,1401
170,3,4,Rua Antônio Salema,Vila Morse,Casa,4926
44,1,1,Rua Osório Duque Estrada,Paraíso,Studio e kitnet,7608
37,1,1,Rua Joaquim Guarani,Jardim das Acacias,Studio e kitnet,6401
56,2,1,Rua Doutor João Vieira Neves,Jardim Esmeralda,Apartamento,2197
68,2,0,Rua Henrique Chaves,Jardim Ester Yolanda,Apartamento,2070
63,2,1,Avenida Santo Albano,Vila Vera,Apartamento,3796
88,2,1,Rua Dias Leme,Mooca,Apartamento,3646
50,1,1,Avenida Franz Voegeli,Continental,Apartamento,5632
46,2,0,Rua Custódio de Mendonça,Santana,Apartamento,3785
70,1,1,Rua Santo Amaro,Bela Vista,Apartamento,2586
230,3,5,Rua André Saraiva,Vila Sônia,Casa,7489
90,3,2,Rua Doutor Ferreira Lopes,Vila Sofia,Apartamento,2739
150,2,3,Rua José dos Santos Júnior,Super Quadra Morumbi,Casa,3099
29,1,1,Rua Doutor Cesário Mota Júnior,Vila Buarque,Studio e kitnet,1411
40,1,0,Rua Francisco de Oliveira Braga,Vila Amalia (zona Leste),Casa,1441
41,1,1,Avenida São João,Santa Cecília,Apartamento,1830
33,1,1,Rua Asdrúbal do Nascimento,Bela Vista,Studio e kitnet,2002
250,3,6,Rua Renea Ferreira de Castilho,Super Quadra Morumbi,Casa,4975
100,2,2,Rua Morgado de Mateus,Vila Mariana,Apartamento,7645
31,1,0,Avenida dos Carinás,Indianópolis,Studio e kitnet,3388
43,2,1,Avenida Aparecida do Rio Negro,Jardim Peri,Apartamento,2078
67,2,2,Rua dos Cafezais,Vila Santa Catarina,Apartamento,5316
44,1,0,Rua Conselheiro Ramalho,Bela Vista,Apartamento,2135
100,3,2,Rua Aldeia Vinte de Setembro,Vila Ede,Casa,2817
50,2,0,Rua Terra Roxa,Cidade Mãe do Céu,Apartamento,2503
47,2,1,Rua Vergueiro,Vila Firmiano Pinto,Apartamento,3126
30,1,0,Rua Mineradora de Diamantina,Cidade Continental,Studio e kitnet,1334
30,1,0,Avenida Francisco Rodrigues,Vila Constança,Apartamento,1083
49,1,1,Rua Guararapes,Brooklin Paulista,Apartamento,4074
50,1,0,Rua João Artoni Testae,Jardim Testae,Casa,1042
52,1,0,Rua Toledo Barbosa,Belenzinho,Apartamento,2223
120,3,2,Rua Werner Goldberg,Jardim Tupanci,Apartamento,7174
55,2,0,Praca Marechal,Santa Cecília,Apartamento,3134
78,3,2,"Av. Washington Luis, 1226",Jardim Marajoara,Apartamento,4032
220,6,2,Avenida Paes de Barros,Mooca,Apartamento,6419
60,3,1,Rua Eusébio de Paula Marcondes,Jardim D’abril,Apartamento,1961
40,2,0,Avenida Doutor Bernardino Brito Fonseca de Carvalho,Vila Talarico,Apartamento,1869
68,2,0,Avenida Nove de Julho,Bela Vista,Apartamento,2532
36,2,0,Rua Custódio de Mendonça,Santana,Apartamento,1812
95,2,2,Rua Professor Vahia de Abreu,Vila Olímpia,Apartamento,11460
94,3,1,Avenida Senador Casimiro da Rocha,Mirandópolis,Apartamento,5081
35,2,1,Avenida Rotary,Vila das Bandeiras,Apartamento,2125
93,2,0,Rua Joaquim Antunes,Pinheiros,Apartamento,5194
181,3,2,Rua Santa Luzia,Vila Santa Luzia,Casa,2410
36,1,0,Avenida Duque de Caxias,Campos Elíseos,Apartamento,2787
73,2,1,Rua Parapuã,Itaberaba,Apartamento,4201
168,4,1,Rua Desembargador do Vale,Perdizes,Casa,5852
160,2,1,Avenida Ministro Petrônio Portela,Moinho Velho,Casa,2969
60,2,1,Alameda Jaú,Jardim Paulista,Apartamento,4574
50,2,0,Rua São Quirino,Vila Guilherme,Apartamento,2185
65,2,0,Rua Apa,Campos Elíseos,Apartamento,2553
88,2,1,Rua Eliza Teixeira de Barros,Vila Constança,Casa em condomínio,3307
60,1,0,Rua Uratinga,Vila Palmeiras,Casa,1147
34,1,0,Rua Riskallah Jorge,Centro,Apartamento,1335
61,2,2,Rua das Pitangueiras,Jardim,Apartamento,4955
79,3,2,Avenida Washington Luís,Vila Sofia,Apartamento,4594
142,3,2,Rua Mergenthaler,Vila Leopoldina,Apartamento,11750
22,1,0,Rua Doutor Tomás Alves,Vila Mariana,Studio e kitnet,3116
26,1,0,Avenida Santo Amaro,Vila Nova Conceição,Studio e kitnet,4579
47,1,0,Rua Coronel Morais,Canindé,Apartamento,2016
53,2,2,Rua Osiris Magalhães de Almeida,Jardim Monte Kemel,Apartamento,3031
46,2,1,Rua Padre Mariano Ronchi,Vila Pereira Cerca,Apartamento,2044
50,1,0,Rua Icaraí,Tatuapé,Casa,1176
83,3,1,Rua Aurélia,Vila Romana,Apartamento,3484
35,1,1,Rua Maria Borba,Vila Buarque,Apartamento,2671
27,1,1,Rua Barão de Tatuí,Vila Buarque,Apartamento,2545
24,1,0,Rua Henrique Sertório,Tatuapé,Studio e kitnet,2430
180,3,2,Rua João Ferreira de Abreu,Vila Arriete,Casa,5750
20,1,0,Alameda Jauaperi,Indianópolis,Studio e kitnet,4449
267,3,4,Rua Curupace,Mooca,Casa,9931
50,2,1,Rua Augusto de Mendonça,Vila Dalila,Apartamento,1519
47,2,1,Rua Nova Brasília,Jardim Dona Sinhá,Apartamento,1626
