address,district,area,bedrooms,garage,type,rent,total
Rua Francisco Leitão,Pinheiros,55,1,1,Apartamento,4200,5221
Rua Dorezópolis,Jardim Santa Clara,97,2,0,Casa,2300,2458
Rua Solidônio Leite,Vila Ivone,75,3,1,Apartamento,2040,2649
Rua Martim Francisco,Santa Cecília,50,2,1,Apartamento,3200,4455
Rua Bueno Brandão,Vila Nova Conceição,167,2,3,Apartamento,15000,19540
Rua Catumbi,Brás,54,1,0,Apartamento,1400,1854
Rua Engenheiro Silva Braga,Vila Brasilina,50,1,0,Casa,1095,1232
Rua Bueno Brandão,Vila Nova Conceição,18,1,0,Studio e kitnet,3160,4391
Rua João Domingos Bomtempo,Jardim Vazani,170,3,2,Casa,3600,3944
Rua Guaricanga,Lapa,88,1,1,Casa,3500,3648
Rua Julião Ferreira da Silva,Jardim Centenário,27,1,0,Casa,850,887
Rua Teodoro Sampaio,Pinheiros,29,1,1,Apartamento,2413,3117
Avenida Santa Inês,Parque Mandaqui,101,3,2,Apartamento,3500,5295
Rua Feliciano Bicudo,Vila Paulicéia,90,2,0,Casa,2450,2808
Rua Debret,Vila São José,50,1,0,Apartamento,1750,2238
Rua Luiz Prieto Roque,Interlagos,174,3,3,Casa,7000,7306
Rua Cônego Amaral Mello,Casa Verde,350,4,4,Apartamento,12000,17050
Rua Ipanema,Mooca,67,2,1,Apartamento,3340,3969
Rua São Pompeu,Jardim Japão,120,3,2,Casa,4000,4229
Rua Ascencional,Vila Andrade,64,2,2,Apartamento,2235,3146
Rua Diana,Perdizes,126,3,2,Apartamento,4944,6763
Rua Doutor Wladimir dos Santos Mello,Brooklin Paulista,260,4,3,Casa,6000,6816
Rua Afonso Morsch,Vila Constança,75,2,1,Casa em condomínio,4000,4067
Rua Gen. Severiano,Vila Invernada,60,1,3,Casa,1550,1754
Avenida Engenheiro Thomaz Magalhães,Sítio da Figueira,55,2,1,Apartamento,1750,2168
Rua Padre Benedito de Camargo,Penha de França,60,2,0,Casa,1480,1629
Rua Antônio de Couros,Vila Palmeiras,150,3,2,Casa,4100,4374
Alameda Campinas,Jardim Paulista,30,1,1,Apartamento,3000,4206
Rua Cunha Matos,Jardim Ivana,30,1,0,Studio e kitnet,990,1128
Rua Fradique Coutinho,Pinheiros,66,1,1,Apartamento,7100,8592
Rua Domingos Paiva,Brás,50,2,1,Apartamento,3800,4587
Rua das Flechas,Vila Santa Catarina,30,1,1,Apartamento,3290,3965
Rua Landizal,São João Climaco,61,2,1,Apartamento,1700,2316
R. Carneiro da Cunha,Vila da Saúde,62,3,2,Apartamento,3400,4564
Alameda dos Nhambiquaras,Indianópolis,80,2,1,Casa,4300,4372
Rua Fernando de Albuquerque,Consolação,98,2,2,Apartamento,4000,5763
Rua Jupará,Cidade Antônio Estevão de Carvalho,30,1,0,Apartamento,1100,1302
Avenida Ipiranga,Centro Histórico de São Paulo,75,1,0,Apartamento,3500,4512
Rua Pamplona,Jardim Paulista,57,1,1,Apartamento,2756,3672
Rua Solidônio Leite,Vila Ivone,68,1,0,Casa,950,990
Rua Guaravera,Vila Domitila,60,2,2,Casa,2000,2085
Rua Celso Vieira,Vila Pereira Barreto,45,1,0,Casa,969,1011
Rua Zacarias Alves de Melo,Jardim Ibitirama,58,3,1,Apartamento,2390,3085
Avenida Lemos Monteiro,Olímpico,70,2,1,Apartamento,2980,3742
Rua Luís Correia de Melo,Vila Cruzeiro,58,2,1,Apartamento,3500,4479
Rua Inglaterra,Taboão,80,2,0,Casa,1258,1311
Avenida Ricardo Medina Filho,Vila Ipojuca,16,1,0,Apartamento,1320,1388
R Kenkiti Shimomoto,City Bussocaba,38,2,0,Casa,1316,1572
Rua Alegre,Santa Paula,44,1,0,Studio e kitnet,1380,2125
Alameda Ministro Rocha Azevedo,Jardim Paulista,102,3,0,Apartamento,12080,13690
Rua Joaquim Galvão,Vila Sônia,350,4,2,Casa,4590,5284
Rua Doutor José Áureo Bustamante,Santo Amaro,130,3,3,Apartamento,4800,7158
Rua Romualdo Gouveia de Castro,Cipava,250,5,2,Casa,2400,2752
Rua David Ben Gurion,Jardim Monte Kemel,150,4,4,Apartamento,3500,6070
Rua Arapaçu,Vila Formosa,31,1,0,Apartamento,1360,1747
Rua Camarajé,Jardim Paraíso,63,2,1,Apartamento,2550,3314
Rua Luís Correia de Melo,Vila Cruzeiro,80,2,2,Apartamento,5000,6668
Rua Carbonífera,Vila União (zona Leste),50,1,1,Casa,1400,1460
Rua Onofre Silveira,Vila Fachini,62,2,1,Apartamento,1197,1925
Rua Tabatinguera,Sé,161,2,1,Apartamento,6200,7412
Avenida Monte Celeste,Vila Santa Maria,216,3,2,Casa,3200,3732
Rua Antônio Aggio,Jardim Ampliacao,54,2,1,Apartamento,1980,2515
Rua Paulo Martinez,Jardim Seckler,29,1,0,Apartamento,965,1003
Rua Coriolano Durand,Vila Santa Catarina,40,1,1,Apartamento,1791,1884
Rua Nancy Silva Cabral,Parque Continental Ii,55,1,0,Apartamento,1200,1287
Alameda Amazonas,Alphaville Industrial,49,1,1,Apartamento,4095,4769
Rua Doutor Jesuíno Maciel,Campo Belo,69,1,1,Apartamento,5500,7261
Rua José de Melo,Vila Dora,50,2,1,Apartamento,2640,2862
Rua Paulo Andrighetti,Jardim Brasília (zona Norte),73,3,1,Apartamento,2835,3649
Avenida Túlio Teodoro de Campos,Vila Paulista,34,2,1,Apartamento,2600,3103
Rua Bactória,Jardim Vila Formosa,50,2,1,Apartamento,1430,1903
Rua Lefosse,Vila Invernada,75,2,2,Apartamento,2600,3625
Avenida Professor Gióia Martins,Jardim Monte Kemel,125,3,2,Casa,4200,4375
Rua Dona Adma Jafet,Bela Vista,50,1,0,Apartamento,1600,2225
Alameda Eduardo Prado,Campos Elíseos,60,1,0,Apartamento,3100,3775
Avenida Damasceno Vieira,Vila Mascote,87,2,2,Apartamento,6500,7841
Rua José Augusto Penteado,Sumaré,44,1,1,Apartamento,4200,4954
Rua Charles Lampe,Jardim Maria Estela,44,2,0,Apartamento,1325,1596
Rua Doutor Penaforte Mendes,Bela Vista,23,1,0,Studio e kitnet,2570,3298
Rua Ministro Godói,Perdizes,24,1,0,Studio e kitnet,3000,3589
Rua Guaianases,Campos Elíseos,66,2,0,Apartamento,2000,2077
Rua Bartira,Perdizes,90,3,1,Apartamento,3700,4871
Rua Cachoeira do Arari,Vila Guilherme,80,2,0,Apartamento,1396,1492
Rua Mungubeira,Jardim Norma,40,1,0,Casa,1200,1251
Rua Jupiá,Santa Teresinha,40,1,0,Apartamento,1600,1966
Avenida Olavo Bilac,Km 18,55,2,1,Apartamento,2550,3400
Rua Pinheirinho,Jabaquara,178,2,2,Apartamento,4170,5506
Rua Nunes Garcia,Santana,200,3,3,Apartamento,4250,7064
Avenida Paulista,Bela Vista,30,1,0,Studio e kitnet,2690,3194
Rua Doutor Gabriel Piza,Santana,130,2,1,Casa,2500,2690
Rua Sapetuba,Butantã,37,1,0,Studio e kitnet,2720,3310
Rua Padre Leonel Franca,Vila Libanesa,50,1,1,Casa em condomínio,1200,1351
Rua Elias Acras,Jardim Celeste,85,2,0,Apartamento,1150,1238
Rua Doutor Clemente Jobim,Jardim da Gloria,28,1,0,Apartamento,1500,1990
Rua Morais Navarro,Vila Sao Vicente,200,3,4,Casa,4200,4270
Alameda Grajaú,Alphaville,68,2,1,Apartamento,3500,4227
Avenida João Dias,Santo Amaro,67,2,0,Apartamento,2100,2898
Rua Princesa Isabel,Brooklin Paulista,127,3,2,Apartamento,9200,11710
Rua Abaitara,Vila Mesquita,30,1,0,Casa,1100,1167
Rua Henri Dunant,Chácara Santo Antônio (zona Sul),65,1,2,Apartamento,6500,8294
Rua Capitão Fidélis,Santo Amaro,84,3,2,Apartamento,3880,4452
Rua Santos,Taboão,120,2,2,Casa em condomínio,3366,4325
Rua José de Almeida,Vila Medeiros,60,2,0,Casa,1200,1461
Rua Ibitirama,Vila Prudente,74,3,2,Apartamento,3650,4336
Rua São José,Santo Amaro,45,1,1,Apartamento,1600,2462
Avenida Rio Branco,Campos Elíseos,30,1,1,Studio e kitnet,1170,2321
Rua Benjamin Carr,Parque dos Bancários,65,1,0,Casa,1100,1160
Praça Quatorze Bis,Bela Vista,83,1,0,Apartamento,2000,2717
Rua Padre Lebret,Jardim Leonor,80,2,2,Apartamento,3650,5271
Rua Valson Lopes,Vila Butantã,28,1,0,Studio e kitnet,2230,2603
Rua Alegre,Santa Paula,42,1,1,Apartamento,2290,3937
Rua Jordânia,Vila Guilhermina,45,2,0,Apartamento,1525,1684
Rua Poconé,Vila Floresta,73,3,1,Apartamento,2200,2764
Rua Matias Aires,Consolação,100,3,1,Apartamento,2500,4626
Rua do Acre,Vila Bertioga,115,3,2,Apartamento,2257,4479
Rua Afonso Braz,Vila Nova Conceição,42,1,1,Apartamento,3900,5385
Rua Gabriel de Lara,Brooklin,140,4,2,Casa,6241,6869
Avenida Alcântara Machado,Brás,24,1,0,Studio e kitnet,1122,1388
Avenida Rouxinol,Indianópolis,29,1,1,Studio e kitnet,3500,5173
Rua Vapabussu,Jardim Aeroporto,50,1,1,Apartamento,3660,4401
Avenida Nossa Senhora de Fátima,Vila Fátima,93,2,2,Casa,2500,2665
Rua Voluntários da Pátria,Santana,254,4,4,Apartamento,10000,15490
Caraíbas,Perdizes,70,3,1,Apartamento,4800,6084
Rua Domingos José Sapienza,Vila Amalia (zona Norte),58,3,1,Apartamento,1750,2406
Rua Antônio Abude,Jardim Barbosa,64,2,1,Apartamento,1450,1906
"Rua Antônio Gil - Cidade Ademar, São Paulo - Sp, Brasil",Jardim Marajoara ,48,2,1,Apartamento,1560,2200
Rua Piraumbu,Jardim Sao Gabriel,68,1,0,Casa,1200,1251
Rua Elisa Silveira,Vila Santo Estefano,130,5,2,Casa,8000,8699
Rua Dankmar Adler,Vila Suzana,90,3,2,Apartamento,2715,4519
Rua Carlos Sampaio,Bela Vista,42,1,1,Apartamento,2086,3988
Avenida Corifeu de Azevedo Marques,Butantã,26,1,0,Studio e kitnet,1100,1164
Rua Timbiras,Santa Efigênia,36,1,1,Apartamento,1177,1861
Rua Frei Gaspar,Mooca,39,1,0,Apartamento,2040,2557
Rua Sampaio Viana,Paraíso,240,3,4,Apartamento,15000,23080
Rua Santo Adriano,Jardim Peri,370,3,3,Casa,3940,4858
"Vila da Saúde, São Paulo - Sp, 04055-040, Brasil",Vila da Saúde,160,4,1,Casa,4500,5033
Rua Conselheiro Nébias,Campos Elíseos,43,1,0,Apartamento,1810,2181
Rua Trajano Reis,Jardim das Vertentes,71,3,1,Apartamento,2170,3289
Rua Fernandes Moreira,Chácara Santo Antônio (zona Sul),146,4,3,Apartamento,5900,8113
Avenida Conselheiro Rodrigues Alves,Vila Mariana,190,3,3,Casa,6750,8036
Rua Tito,Centro,70,2,2,Apartamento,1699,3009
Rua Luís da Guerra,Sapopemba,18,1,0,Studio e kitnet,1200,1306
Rua Cásper Líbero,Paulicéia,65,3,1,Apartamento,1560,2361
Rua das Sempre-vivas,Jardim das Acacias,22,1,0,Studio e kitnet,2300,2898
Rua Riskallah Jorge,Centro Histórico de São Paulo,28,0,0,Studio e kitnet,1207,1647
Rua José Galvez,Conjunto City Jaragua,42,2,1,Apartamento,900,1115
Rua Cristiano Viana,Cerqueira César,128,3,2,Apartamento,6475,8947
Rua Eça de Queiroz,Vila Mariana,173,4,2,Apartamento,6100,8535
Avenida Professor Francisco Morato,Vila Sônia,83,3,2,Apartamento,3000,3886
Rua Rússia,Taboão,70,2,1,Apartamento,1200,1607
Avenida Ceci,Planalto Paulista,120,3,2,Casa,4284,4730
Rua Olga Marinovic Doro,Vila Talarico,70,2,1,Casa,1400,1546
Avenida Cipriano Rodrigues,Vila Formosa,38,2,1,Apartamento,2000,2377
Rua Tucuna,Pompeia,127,2,1,Apartamento,3200,4672
Rua Padre Chico,Perdizes,60,2,2,Apartamento,3800,5139
Rua Engenheiro Jorge Oliva,Vila Mascote,80,2,2,Apartamento,4000,5463
Rua Doutor Gabriel dos Santos,Santa Cecilia,33,1,1,Apartamento,1600,2536
Avenida Rouxinol,Indianópolis,69,2,1,Apartamento,4500,5622
Alameda Sarutaiá,Jardim Paulista,100,2,1,Apartamento,5150,6602
Rua Padre Leão Peruche,Vila Mazzei,58,2,2,Apartamento,2100,2801
Praça Conceição do Herval,Chácara Santo Antônio (zona Leste),43,1,0,Apartamento,1150,1377
Rua Itamonte,Vila Medeiros,59,3,1,Apartamento,2300,3019
Rua Jurubim,Vila Boacava,44,1,0,Casa,1100,1147
Rua Bento Vieira,Ipiranga,55,2,1,Apartamento,2350,3310
Rua Pascal,Campo Belo,38,1,0,Studio e kitnet,3200,3882
Avenida da Paz,Jardim Sao Judas Tadeu,47,2,1,Apartamento,1380,2113
Rua Diogo Jácome,Vila Nova Conceição,48,1,1,Apartamento,5830,7318
Rua Francisco José da Silva,Vila Andrade,51,2,1,Apartamento,3800,4325
Rua Isabel de Castela,Vila Madalena,69,2,1,Apartamento,4360,5483
Rua Doutor Tomaz de Lima,Liberdade,64,2,0,Apartamento,1530,2049
Avenida Damasceno Vieira,Vila Paulista,77,3,1,Apartamento,2800,3875
Avenida Paula Ferreira,Freguesia do Ó,97,3,1,Apartamento,2400,3593
Rua Joana Pereira Dias,Padroeira,40,1,0,Casa,650,777
Rua São Bernardo,Cidade Mãe do Céu,50,2,1,Apartamento,2600,2633
Rua Simões Pinto,Parque Jabaquara,150,3,2,Casa,3000,3268
Rua Doutor Manuel Carlos de Figueiredo Ferraz,Jardim Morumbi,411,4,2,Casa,8000,9272
Rua Helvétia,Campos Elíseos,56,1,0,Apartamento,1800,2289
Rua Ermelinda Meletti Teldeschi,Jardim Guarapiranga,400,4,4,Casa,5500,6564
"Vila Rio de Janeiro, Guarulhos - Sp, 07082-610, Brasil",Vila Rio de Janeiro,43,2,1,Apartamento,1400,1804
Rua Voluntários da Pátria,Santana,90,3,2,Apartamento,2830,4421
Rua Capote Valente,Pinheiros,35,1,1,Studio e kitnet,2350,3604
Rua Engenheiro Pedro Garcin,Vila Antônio,64,2,1,Apartamento,1800,2724
Rua João de Laet,Vila Aurora (zona Norte),119,2,2,Apartamento,2500,3417
Avenida Duque de Caxias,Campos Elíseos,42,1,0,Apartamento,1590,1926
Avenida Barro Branco,Vila do Encontro,52,2,1,Apartamento,1800,2673
Rua 17 de Janeiro,Panamby,30,1,0,Apartamento,1500,2025
Rua Barão Jaceguai,Campo Belo,44,1,1,Studio e kitnet,2200,2284
Rua Marquês de Itu,Vila Buarque,33,1,1,Apartamento,1310,2184
Rua Morubixaba,Cidade Líder,49,3,0,Apartamento,1200,1527
Rua Mourato Coelho,Pinheiros,70,2,0,Apartamento,2600,3023
Rua Agostinho Gualda Martin,Jardim Jua,185,3,2,Casa,5000,5421
Rua Américo Brasiliense,Chácara Santo Antônio (zona Sul),60,2,1,Casa,1718,2000
Rua Rodrigues Barbosa,Vila Regente Feijó,38,1,0,Studio e kitnet,2150,2433
Rua Francisco Retti,Vila Oratorio,96,1,0,Casa,1700,1873
Praça Júlio Mesquita,Santa Efigênia,42,1,1,Apartamento,3600,4339
Avenida Pedroso da Silveira,Pari,32,2,0,Apartamento,1200,1340
Rua Arcelino Aguiar,Vila Santo Estéfano,40,1,0,Casa,1000,1042
Rua Natividade Saldanha,São Lucas,40,0,0,Apartamento,1300,1706
Avenida Paulista,Bela Vista,39,1,0,Apartamento,3550,4119
Rua Antônio Peres Paniágua,São Pedro,196,2,1,Casa,2500,2773
Rua Doutor Clemente Jobim,Jardim da Glória,29,1,0,Apartamento,2500,2986
Rua Doutor Augusto de Miranda,Vila Pompéia,61,2,1,Apartamento,4100,5104
Rua Serra de Botucatu,Vila Gomes Cardim,78,3,2,Apartamento,2300,3294
Rua Doutor Mario Vicente,Vila Dom Pedro I,39,1,1,Casa em condomínio,1462,1576
Alameda Jaú,Jardim Paulista,300,3,3,Apartamento,7500,13410
Rua Coronel Jordão,Vila Paiva,31,1,1,Apartamento,1840,2586
Avenida Pedro Bueno,Parque Jabaquara,49,2,0,Apartamento,1604,1750
Rua Antônio Tavares Velho,Jardim Raposo Tavares,40,1,0,Studio e kitnet,900,935
Rua São Benedito,Santo Amaro,185,4,3,Apartamento,10000,13270
Rua Tijucas do Sul,Jardim Cocaia,70,2,1,Casa,2500,2640
Praça Conde Pedro Leonelli,Vila Rosália,57,2,1,Apartamento,1750,2298
Rua João Moura,Pinheiros,185,2,3,Apartamento,10000,13160
Rua Luís do Paço,Tatuapé,42,1,0,Studio e kitnet,950,1578
Rua Ipiranga,Jardim Aeroporto,109,3,2,Apartamento,5490,7163
Rua Martim Francisco,Vila Buarque,48,1,1,Apartamento,1685,2658
Rua Roberto Eduardo,Vila Ema,52,1,1,Casa,1173,1397
Rua Casa do Ator,Vila Olímpia,34,1,1,Studio e kitnet,3696,4891
Rua Santa Izabel,Vila Augusta,68,3,1,Apartamento,2680,3289
Rua Albina Barbosa,Aclimação,220,3,2,Casa,5810,6407
Rua Voltolino,Água Rasa,92,3,1,Apartamento,2600,3525
Rua Guian,Vila Campestre,78,3,1,Apartamento,2500,3382
Rua Heitor Peixoto,Cambuci,60,2,1,Apartamento,2300,3102
Rua Joana Pereira Dias,Padroeira,44,2,0,Apartamento,1110,1381
Rua Paim,Bela Vista,33,1,1,Studio e kitnet,1000,1604
Rua Nicolau Pereira Lima,Conjunto Residencial Butantã,75,3,1,Apartamento,2430,3305
Avenida Mazzei,Vila Mazzei,70,3,1,Apartamento,1550,2410
Rua Luís Góis,Mirandópolis,58,2,0,Apartamento,2400,3193
Avenida Delmar,Alphaville Empresarial,83,3,2,Apartamento,4900,5640
Rua dos Marapés,Vila Campestre,40,1,0,Casa,730,761
Rua Senador Feijó,Sé,95,2,0,Apartamento,2108,2939
Avenida Secundino Domingues,Jardim Independência,35,1,0,Apartamento,1000,1103
Rua Próspero Cesarino Paoliello,Conjunto Residencial Butantã,90,2,1,Casa,2350,2474
Avenida Vereador Abel Ferreira,Chácara Belenzinho,30,1,0,Studio e kitnet,1080,1121
Rua Joaquim José Esteves,Santo Amaro,295,4,3,Apartamento,11000,17640
Rua Coriolano,Vila Romana,70,2,1,Apartamento,7700,9028
Avenida José Antônio Cabral,Jardim Rosa de Franca,77,3,2,Apartamento,2248,2925
Rua Doutor Vicente Giacaglini,Vila Bela,90,3,1,Apartamento,2200,3180
Avenida Engenheiro Thomaz Magalhães,Sítio da Figueira,76,3,1,Apartamento,1900,2543
Avenida São Miguel,Vila Marieta,60,2,0,Casa,1800,1993
Rua Tomaz Paulino de Almeida,Vila Hebe,25,1,0,Studio e kitnet,780,810
Rua Casa do Ator,Vila Olímpia,100,3,1,Apartamento,3700,5671
Rua Osiris Magalhães de Almeida,Jardim Monte Kemel,155,3,3,Casa em condomínio,4000,4960
Rua Francisca Miquelina,Bela Vista,18,1,0,Studio e kitnet,3100,3569
Alameda Itu,Cerqueira César,110,3,2,Apartamento,5500,7920
Rua Bonifácio Veronese,Jardim Jaqueline,59,3,1,Apartamento,3500,4452
Rua dos Guaxins,Planalto Paulista,300,4,4,Casa,8000,8840
Rua Professor Doutor José Marques da Cruz,Jardim das Acácias,26,1,0,Studio e kitnet,3500,3889
Avenida Trindade,Bethaville I,70,2,1,Apartamento,3156,3804
Rua Virgínia,Vila Carrao,37,2,0,Apartamento,1500,1808
Rua Londres,Vila Londrina,90,2,1,Casa,2000,2175
Rua Cônego Sangirardi,Vila Siqueira (zona Norte),90,2,1,Casa,1700,1843
Rua Doutor Laerte Setúbal,Vila Suzana,70,2,2,Apartamento,2810,3810
Avenida dos Ourives,Jardim São Savério,42,2,0,Apartamento,1300,1680
Avenida Interlagos,Jardim Umuarama,140,4,2,Casa em condomínio,4990,6039
Rua Tabantinguera,Sé,48,1,0,Apartamento,1190,1646
Rua Tebas,Jardim Brasil (zona Sul),110,2,2,Apartamento,7200,8878
Alameda Mamoré,Alphaville Industrial,40,1,1,Apartamento,4100,5056
Rua dos Carmelitas,Sé,38,1,0,Studio e kitnet,980,1377
Rua Açatunga,Vila Congonhas,166,2,1,Casa,4500,4575
Avenida Doutora Ruth Cardoso,Pinheiros,69,2,1,Apartamento,3800,5202
Rua José Maria Ressuto,Imirim,130,3,1,Casa,2500,2606
Rua Sapucaia,Alto da Mooca,30,1,0,Apartamento,1400,1680
Rua Doutor César,Santana,68,2,0,Apartamento,2201,2909
Rua Padre João Manuel,Cerqueira César,160,3,1,Apartamento,10500,13590
Rua da Consolação,Consolação,28,1,0,Studio e kitnet,1361,1914
Rua Ofélia,Pinheiros,69,2,0,Apartamento,2920,4360
Rua Antônio Lôbo,Penha de França,87,2,0,Apartamento,2200,2583
Estrada do Sabão,Jardim Maristela,180,1,0,Casa,800,814
Rua Alvorada,Vila Olímpia,50,2,1,Apartamento,5400,7067
Rua Torquato Neto,Brás,51,2,1,Apartamento,2125,2898
Rua Francisco Rossano,Sítio da Figueira,42,1,1,Apartamento,1900,2524
Rua Intendência,Brás,43,2,0,Apartamento,1600,1962
Rua Conde Sarzedas,Sé,47,1,0,Apartamento,1212,1758
Rua Barros Sobrinho,Vila Ema,58,2,1,Apartamento,1774,2545
Rua Sebastião de Mello Dias,Jaguaribe,35,1,0,Apartamento,919,1132
Rua Tacomaré,Parque da Mooca,190,4,3,Apartamento,10000,13520
Rua Séttimo Giannini,Jardim Lallo,30,1,1,Studio e kitnet,1100,1142
Avenida Doutor Altino Arantes,Vila Clementino,230,3,3,Apartamento,12000,15500
Rua Hanna Abduch,Vila Palmeiras,51,1,2,Casa,1550,1612
Rua Galeno de Almeida,Pinheiros,69,1,1,Apartamento,6500,8202
Rua Antônio Júlio dos Santos,Fazenda Morumbi,160,4,3,Apartamento,3100,5454
Rua Paracatu,Parque Imperial,55,2,1,Apartamento,1800,2603
Alameda dos Arapanés,Moema,152,3,1,Apartamento,5000,6632
Rua Engenheiro André Paulo,Vila Matilde,35,2,0,Apartamento,1232,1407
Rua Glória do Goitá 335 Apt 112,Jardim Independência,29,1,0,Studio e kitnet,1180,1411
Rua Brigadeiro Tobias,Centro Histórico de São Paulo,39,1,0,Apartamento,1269,1749
Parque Dom Pedro I,Vila Invernada,37,1,0,Apartamento,1400,1632
Avenida Nove de Julho,Bela Vista,64,1,0,Apartamento,2280,3057
Rua Jatobás,Vila Parque Jabaquara,40,1,1,Apartamento,2000,2701
Rua Augusto dos Anjos,Melville Empresarial Ii,43,1,1,Apartamento,2450,3227
Avenida Duque de Caxias,Campos Elíseos,52,2,0,Apartamento,1450,1858
Avenida São João,Santa Cecilia,35,0,0,Studio e kitnet,935,1348
Rua Doutor Melo Alves,Cerqueira César,27,1,1,Studio e kitnet,5250,5452
Rua Major Quedinho,Centro,48,1,0,Apartamento,4000,5019
Rua Coronel Lisboa,Vila Mariana,22,1,0,Apartamento,3200,3853
Avenida Guilherme,Vila Guilherme,61,3,1,Apartamento,3800,4417
Rua Tabatinguera,Sé,49,2,1,Apartamento,1200,2156
Avenida Novo Osasco,Bussocaba,50,1,1,Casa,926,1040
Rua Francisco Diogo,Parque Peruche,28,1,0,Apartamento,1300,1350
Avenida Nova Cantareira,Tucuruvi,81,2,1,Apartamento,1300,2089
Rua Martins Fontes,Centro,41,1,1,Apartamento,2800,3638
Rua dos Pinheiros,Pinheiros,84,2,1,Apartamento,5900,7081
Rua Sagrado Coração de Jesus,Jardim Iracema,52,2,1,Apartamento,1202,1412
Avenida dos Ourives,Jardim São Savério,41,2,1,Apartamento,1470,1857
Rua Augusto José Pereira,Jardim Maristela,80,1,2,Casa,1100,1194
Rua Santo Antônio,Bela Vista,29,1,0,Apartamento,1700,2199
Rua Nicolau Zarvos,Parque Jabaquara,200,3,2,Casa,4200,4562
Avenida Tiradentes,Jardim Gumercindo,78,2,1,Apartamento,1400,1865
Avenida Mário Lopes Leão,Santo Amaro,34,2,1,Apartamento,3250,3697
Rua Antônio de Godói,Centro,36,2,0,Apartamento,5800,6384
Rua Alves Guimarães,Pinheiros,31,1,0,Studio e kitnet,3250,3917
Rua Condeúba,Vila Carrão,46,2,1,Apartamento,1450,1956
Rua Doutor Oscar Monteiro de Barros,Vila Suzana,228,3,4,Apartamento,8000,12310
Rua Guatapara,Vila Guarani (z Sul),138,2,1,Apartamento,4350,5672
Rua Francisco Rodrigues Alves,Vila Iório,50,1,0,Casa,900,1016
Rua Professor Vasconcelos Sarmento,Vila Ré,36,2,0,Apartamento,1450,1666
Avenida Tietê,Nova Gerty,40,1,0,Studio e kitnet,1290,1659
Rua Doutor Clemente Jobim,Jardim da Glória,30,1,0,Apartamento,3110,3600
Rua Bartolomeu Feio,Vila Cordeiro,95,3,1,Apartamento,3500,4835
Rua Herculano de Freitas,Bela Vista,84,2,1,Apartamento,5500,6554
Rua Doutor Samuel Porto,Saúde,68,2,1,Apartamento,2500,3632
Rua Maestro Cardim,Liberdade,49,1,1,Apartamento,2100,3225
Rua Tabatinguera,Sé,32,1,0,Apartamento,950,1281
Rua Josef Kryss,Parque Industrial Tomas Edson,42,2,0,Apartamento,2850,3310
Rua Estado de Israel,Vila Clementino,48,1,1,Apartamento,2100,3289
Rua Coronel Mursa,Brás,19,1,0,Studio e kitnet,1700,2016
Rua Professor Raul Pederneiras,Vila Marte,40,2,0,Apartamento,1250,1556
Avenida Onze de Junho,Vila Clementino,140,4,2,Apartamento,13000,15700
Rua Alcântara Machado,Jardim Utinga,101,2,2,Apartamento,2450,2666
Avenida Portugal,Brooklin Paulista,78,2,1,Apartamento,6510,7953
Rua Armando Bonilha,Vila Bonilha Nova,48,1,0,Casa,1100,1154
Viela Altair,Jardim Palmira,60,1,0,Casa,810,879
Rua Sarandira,Jaguaré,21,1,0,Casa,1280,1401
Rua Antônio Salema,Vila Morse,170,3,4,Casa,4400,4926
Rua Osório Duque Estrada,Paraíso,44,1,1,Studio e kitnet,6500,7608
Rua Joaquim Guarani,Jardim das Acacias,37,1,1,Studio e kitnet,5500,6401
Rua Doutor João Vieira Neves,Jardim Esmeralda,56,2,1,Apartamento,1300,2197
Rua Henrique Chaves,Jardim Ester Yolanda,68,2,0,Apartamento,1319,2070
Avenida Santo Albano,Vila Vera,63,2,1,Apartamento,3000,3796
Rua Dias Leme,Mooca,88,2,1,Apartamento,2500,3646
Avenida Franz Voegeli,Continental,50,1,1,Apartamento,4840,5632
Rua Custódio de Mendonça,Santana,46,2,0,Apartamento,3500,3785
Rua Santo Amaro,Bela Vista,70,1,1,Apartamento,1723,2586
Rua André Saraiva,Vila Sônia,230,3,5,Casa,6800,7489
Rua Doutor Ferreira Lopes,Vila Sofia,90,3,2,Apartamento,1450,2739
Rua José dos Santos Júnior,Super Quadra Morumbi,150,2,3,Casa,2810,3099
Rua Doutor Cesário Mota Júnior,Vila Buarque,29,1,1,Studio e kitnet,960,1411
